Primary Cell Line Name,Compound,IC50 (uM)
KYSE-30,PF2341066,8
KYSE-410,PF2341066,8
KYSE-450,PF2341066,8
KYSE-510,PF2341066,8
KYSE-520,PF2341066,8
KYSE-70,PF2341066,8
L3.3,PF2341066,8
L-363,PF2341066,1.53984499
L-428,PF2341066,8
LC-1/sq-SF,PF2341066,8
LCLC-103H,PF2341066,8
LN-18,PF2341066,2.239868879
LN-229,PF2341066,7.791688919
LOU-NH91,PF2341066,8
LOX IMVI,PF2341066,5.29121542
LP-1,PF2341066,0.414755989
LS123,PF2341066,8
LS411N,PF2341066,8
LS513,PF2341066,7.25318718
LU99,PF2341066,2.936535358
LUDLU-1,PF2341066,8
M059J,PF2341066,8
Malme-3M,PF2341066,5.954421997
MB 157,PF2341066,8
MC116,PF2341066,8
MCAS,PF2341066,5.293410778
MCF7,PF2341066,0.122591665
MDA-MB-157,PF2341066,8
MDA-MB-175-VII,PF2341066,8
MDA-MB-415,PF2341066,8
MDA-MB-435S,PF2341066,7.293634415
MDA-MB-436,PF2341066,7.912307262
MDA-MB-453,PF2341066,8
MDA-MB-468,PF2341066,5.620063782
MEC-1,PF2341066,6.411550522
MEG-01,PF2341066,2.577986002
MEL-HO,PF2341066,7.153927326
MES-SA,PF2341066,4.234330177
MeWo,PF2341066,8
MFE-280,PF2341066,8
MFE-296,PF2341066,8
MFE-319,PF2341066,8
MG-63,PF2341066,5.650014877
MHH-ES-1,PF2341066,5.135538101
MIA PaCa-2,PF2341066,3.012937069
Mino,PF2341066,0.041038326
MJ,PF2341066,3.5432477
MKN-45,PF2341066,0.113733932
MKN7,PF2341066,8
MKN74,PF2341066,8
MOG-G-CCM,PF2341066,8
MOLP-8,PF2341066,2.97330308
MOLT-16,PF2341066,5.079283714
MONO-MAC-1,PF2341066,0.304343224
MOR/CPR,PF2341066,8
MPP 89,PF2341066,8
MSTO-211H,PF2341066,4.273801327
NCI-H1048,PF2341066,4.13476181
NCI-H1092,PF2341066,8
NCI-H1155,PF2341066,2.580640793
NCI-H1184,PF2341066,8
NCI-H1299,PF2341066,8
NCI-H1339,PF2341066,8
NCI-H1341,PF2341066,1.201020106
NCI-H1355,PF2341066,7.687539101
NCI-H1373,PF2341066,8
NCI-H1563,PF2341066,8
NCI-H1568,PF2341066,8
NCI-H1573,PF2341066,8
NCI-H1581,PF2341066,8
NCI-H1648,PF2341066,8
NCI-H1650,PF2341066,8
NCI-H1651,PF2341066,8
NCI-H1666,PF2341066,8
NCI-H1693,PF2341066,8
NCI-H1694,PF2341066,8
NCI-H1703,PF2341066,8
NCI-H1792,PF2341066,5.448011875
NCI-H1793,PF2341066,8
NCI-H1869,PF2341066,8
NCI-H1915,PF2341066,8
NCI-H1944,PF2341066,8
NCI-H1975,PF2341066,8
NCI-H2009,PF2341066,8
NCI-H2023,PF2341066,4.380047321
NCI-H2030,PF2341066,8
NCI-H2052,PF2341066,7.581053734
NCI-H2085,PF2341066,4.665399551
NCI-H2087,PF2341066,8
NCI-H211,PF2341066,4.108612537
NCI-H2122,PF2341066,3.988648415
NCI-H2170,PF2341066,8
NCI-H2172,PF2341066,8
NCI-H2228,PF2341066,1.600181341
NCI-H226,PF2341066,8
NCI-H2286,PF2341066,5.16068697
NCI-H23,PF2341066,8
NCI-H2444,PF2341066,8
NCI-H2452,PF2341066,8
NCI-H28,PF2341066,8
NCI-H322,PF2341066,8
NCI-H3255,PF2341066,3.03383708
NCI-H358,PF2341066,8
NCI-H441,PF2341066,8
NCI-H460,PF2341066,8
NCI-H520,PF2341066,8
NCI-H522,PF2341066,8
NCI-H647,PF2341066,8
NCI-H650,PF2341066,8
NCI-H661,PF2341066,8
NCI-H727,PF2341066,8
NCI-H747,PF2341066,6.117981911
NCI-H810,PF2341066,8
NCI-N87,PF2341066,8
NCO2,PF2341066,0.624113679
NIH:OVCAR-3,PF2341066,8
NUGC-3,PF2341066,8
NUGC-4,PF2341066,8
OC 314,PF2341066,8
OC 315,PF2341066,8
OC 316,PF2341066,8
OCI-AML2,PF2341066,4.002520084
OCI-AML5,PF2341066,4.026138783
OCI-LY10,PF2341066,8
OCUM-1,PF2341066,4.016563416
OE21,PF2341066,5.682656765
OE33,PF2341066,0.894824922
ONCO-DG-1,PF2341066,8
ONS-76,PF2341066,8
OPM-2,PF2341066,8
OV-90,PF2341066,8
OVCAR-4,PF2341066,8
OVCAR-8,PF2341066,7.620050907
OVMANA,PF2341066,8
OVSAHO,PF2341066,8
OVTOKO,PF2341066,8
P12-ICHIKAWA,PF2341066,6.147752762
P31/FUJ,PF2341066,8
P3HR-1,PF2341066,8
Panc 02.03,PF2341066,5.510635376
Panc 03.27,PF2341066,1.011073122
Panc 04.03,PF2341066,5.029359341
Panc 10.05,PF2341066,3.306294305
PA-TU-8902,PF2341066,8
PC-14,PF2341066,8
PC-3,PF2341066,8
Pfeiffer,PF2341066,0.359736037
PK-1,PF2341066,8
PK-45H,PF2341066,8
PK-59,PF2341066,6.398169518
PL45,PF2341066,8
PLC/PRF/5,PF2341066,3.865649462
PSN1,PF2341066,8
QGP-1,PF2341066,8
Raji,PF2341066,8
RD,PF2341066,4.678461552
Reh,PF2341066,6.671482563
RERF-GC-1B,PF2341066,8
RERF-LC-AI,PF2341066,8
RERF-LC-MS,PF2341066,8
RKN,PF2341066,8
RKO,PF2341066,5.508096218
RL95-2,PF2341066,4.404100418
RPMI-7951,PF2341066,4.252909184
RPMI-8402,PF2341066,5.304725647
RT-112,PF2341066,5.654008865
RT4,PF2341066,3.469062955
RVH-421,PF2341066,8
Saos-2,PF2341066,4.949419498
SBC-5,PF2341066,1.574698687
SCaBER,PF2341066,4.556394577
SCC-25,PF2341066,8
SCC-9,PF2341066,8
SF126,PF2341066,8
SF-295,PF2341066,4.456161499
SF8657,PF2341066,8
SH-10-TC,PF2341066,8
SHP-77,PF2341066,8
SIG-M5,PF2341066,2.855001211
SIMA,PF2341066,8
SJRH30,PF2341066,3.416409731
SJSA-1,PF2341066,5.97356987
SK-BR-3,PF2341066,8
SK-CO-1,PF2341066,8
SK-ES-1,PF2341066,3.436305523
SK-HEP-1,PF2341066,7.517156124
SK-LMS-1,PF2341066,6.123247147
SK-LU-1,PF2341066,8
SK-MEL-2,PF2341066,8
SK-MEL-24,PF2341066,8
SK-MEL-30,PF2341066,8
SK-MEL-31,PF2341066,7.456315994
SK-MEL-5,PF2341066,8
SK-MES-1,PF2341066,4.934690952
SK-MM-2,PF2341066,8
SK-N-AS,PF2341066,2.933739901
SK-N-BE(2),PF2341066,1.582723663
SK-N-DZ,PF2341066,2.908520937
SK-N-FI,PF2341066,8
SK-N-SH,PF2341066,1.902731538
SK-OV-3,PF2341066,8
SNG-M,PF2341066,8
SNU-1,PF2341066,4.377726555
SNU-16,PF2341066,6.721786976
SNU-182,PF2341066,8
SNU-387,PF2341066,8
SNU-398,PF2341066,4.82124567
SNU-423,PF2341066,8
SNU-449,PF2341066,8
SNU-475,PF2341066,8
SNU-C2A,PF2341066,8
SNU-C2B,PF2341066,8
Sq-1,PF2341066,8
SU.86.86,PF2341066,8
SU-DHL-10,PF2341066,0.179609642
SU-DHL-4,PF2341066,3.873020172
SU-DHL-6,PF2341066,1.01886914
SU-DHL-8,PF2341066,2.418319225
SUIT-2,PF2341066,8
SUP-M2,PF2341066,1.823100448
SUP-T1,PF2341066,8
SW 1088,PF2341066,8
SW 1271,PF2341066,8
SW 1353,PF2341066,8
SW1417,PF2341066,8
SW 1573,PF2341066,8
SW 1990,PF2341066,5.575777054
SW403,PF2341066,0.673564748
SW48,PF2341066,7.052232742
SW480,PF2341066,7.879920959
SW579,PF2341066,8
SW620,PF2341066,3.128878593
SW 780,PF2341066,8
SW 900,PF2341066,8
T24,PF2341066,5.991122723
T3M-10,PF2341066,8
T-47D,PF2341066,8
T84,PF2341066,2.514954444
T98G,PF2341066,8
TC-71,PF2341066,7.341859341
TCCSUP,PF2341066,8
TE-1,PF2341066,8
TE-11,PF2341066,7.283445358
TE-15,PF2341066,8
TE-5,PF2341066,8
TE 617.T,PF2341066,1.647043347
TE-9,PF2341066,8
TEN,PF2341066,8
Toledo,PF2341066,8
TOV-112D,PF2341066,8
TOV-21G,PF2341066,6.567055225
TT2609-C02,PF2341066,1.465875295
TYK-nu,PF2341066,5.550395966
U-118 MG,PF2341066,8
U-2 OS,PF2341066,7.505040646
U-87 MG,PF2341066,8
U-937,PF2341066,2.278179884
UACC-257,PF2341066,8
UACC-62,PF2341066,8
UACC-812,PF2341066,8
UM-UC-3,PF2341066,8
VMRC-LCD,PF2341066,0.386351337
VMRC-RCW,PF2341066,2.230529308
VMRC-RCZ,PF2341066,8
WM-115,PF2341066,8
WM1799,PF2341066,8
WM-266-4,PF2341066,8
WM-793,PF2341066,8
WM-88,PF2341066,8
WM-983B,PF2341066,6.312064648
YKG1,PF2341066,8
ZR-75-1,PF2341066,8
ZR-75-30,PF2341066,8
1321N1,L-685458,8
22Rv1,L-685458,8
42-MG-BA,L-685458,3.267752409
5637,L-685458,8
639-V,L-685458,8
697,L-685458,0.332892686
769-P,L-685458,8
786-O,L-685458,8
8305C,L-685458,8
8505C,L-685458,8
8-MG-BA,L-685458,8
A172,L-685458,8
A-204,L-685458,8
A2058,L-685458,8
A-253,L-685458,8
A2780,L-685458,6.47111845
A-375,L-685458,8
A549,L-685458,8
A-673,L-685458,8
ACHN,L-685458,8
ALL-SIL,L-685458,0.331300974
AMO-1,L-685458,3.880166292
AN3 CA,L-685458,8
AsPC-1,L-685458,8
AU565,L-685458,3.060067905
AZ-521,L-685458,4.039768219
B-CPAP,L-685458,8
BDCM,L-685458,8
BFTC-909,L-685458,8
BGC-823,L-685458,8
BL-41,L-685458,8
BL-70,L-685458,8
BT-20,L-685458,8
BT-474,L-685458,4.468088627
BT-549,L-685458,8
BxPC-3,L-685458,8
C2BBe1,L-685458,8
C32,L-685458,8
C3A,L-685458,8
Caki-2,L-685458,8
CAL 27,L-685458,8
CAL-78,L-685458,8
CAL-85-1,L-685458,8
Calu-1,L-685458,8
Calu-3,L-685458,8
CAMA-1,L-685458,6.585441589
Capan-2,L-685458,8
CAS-1,L-685458,8
CCK-81,L-685458,8
CHL-1,L-685458,8
CHP-212,L-685458,8
CI-1,L-685458,8
CMK-86,L-685458,8
COLO 201,L-685458,8
COLO 205,L-685458,6.495519161
COLO-320,L-685458,8
COLO-677,L-685458,7.333292961
COLO-678,L-685458,8
COLO-679,L-685458,8
COLO-699,L-685458,6.857899189
COLO 741,L-685458,8
COR-L105,L-685458,8
COR-L23,L-685458,8
COV318,L-685458,8
COV504,L-685458,8
Daoy,L-685458,8
DBTRG-05MG,L-685458,8
DEL,L-685458,0.210746808
Detroit 562,L-685458,8
DK-MG,L-685458,8
DMS 114,L-685458,7.263668537
DOHH-2,L-685458,0.623895738
DOV13,L-685458,8
DU 145,L-685458,8
DV-90,L-685458,8
EB1,L-685458,8
EB2,L-685458,8
EBC-1,L-685458,8
EFE-184,L-685458,8
EFM-19,L-685458,8
EFO-21,L-685458,8
EFO-27,L-685458,8
EM-2,L-685458,0.351635196
EN,L-685458,8
ES-2,L-685458,8
F-36P,L-685458,0.213494953
FaDu,L-685458,8
FU97,L-685458,8
FU-OV-1,L-685458,8
G-361,L-685458,8
G-401,L-685458,6.945045471
G-402,L-685458,8
GAMG,L-685458,8
GB-1,L-685458,8
GCIY,L-685458,8
GCT,L-685458,7.920577049
GI-1,L-685458,8
GLC-82,L-685458,8
GMS-10,L-685458,8
GRANTA-519,L-685458,0.084487304
